,symbol,metric,value
642,GOOG,Bid,177.76 x 100
643,GOOG,Ask,177.93 x 100
644,GOOG,Day's Range,176.98 - 179.90 
645,GOOG,52 Week Range,115.83 - 179.95 
646,GOOG,Volume,"5,331,238 "
647,GOOG,Avg. Volume,"22,643,835 "
648,GOOG,Market Cap (intraday),2.187T 
649,GOOG,Beta (5Y Monthly),1.02
650,GOOG,PE Ratio (TTM),27.31 
651,GOOG,EPS (TTM),6.51 
652,GOOG,Earnings Date,"Jul 23, 2024 - Jul 29, 2024"
653,GOOG,Forward Dividend & Yield,0.80 (0.45%)
654,GOOG,Ex-Dividend Date,"Jun 10, 2024"
655,GOOG,1y Target Est,184.50 
656,MO,Previous Close,45.95 
657,MO,Open,46.05 
658,MO,Bid,46.10 x 1200
659,MO,Ask,46.21 x 2900
660,MO,Day's Range,45.92 - 46.25 
661,MO,52 Week Range,39.07 - 46.34 
662,MO,Volume,"9,230,409 "
663,MO,Avg. Volume,"12,957,231 "
664,MO,Market Cap (intraday),79.148B 
665,MO,Beta (5Y Monthly),0.68
666,MO,PE Ratio (TTM),9.64 
667,MO,EPS (TTM),4.78 
668,MO,Earnings Date,"Jul 31, 2024"
669,MO,Forward Dividend & Yield,3.92 (8.51%)
670,MO,Ex-Dividend Date,"Jun 14, 2024"
671,MO,1y Target Est,46.59 
672,AMZN,Previous Close,183.15 
673,AMZN,Open,183.83 
674,AMZN,Bid,183.02 x 100
675,AMZN,Ask,183.12 x 300
676,AMZN,Day's Range,181.97 - 185.22 
677,AMZN,52 Week Range,114.31 - 191.70 
678,AMZN,Volume,"27,656,643 "
679,AMZN,Avg. Volume,"39,636,520 "
680,AMZN,Market Cap (intraday),1.906T 
681,AMZN,Beta (5Y Monthly),1.15
682,AMZN,PE Ratio (TTM),51.30 
683,AMZN,EPS (TTM),3.57 
684,AMZN,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
685,AMZN,Forward Dividend & Yield,--
686,AMZN,Ex-Dividend Date,--
687,AMZN,1y Target Est,226.75 
688,AMCR,Previous Close,10.07 
689,AMCR,Open,10.01 
690,AMCR,Bid,9.97 x 3100
691,AMCR,Ask,9.97 x 3100
692,AMCR,Day's Range,9.96 - 10.09 
693,AMCR,52 Week Range,8.45 - 10.51 
694,AMCR,Volume,"2,465,635 "
695,AMCR,Avg. Volume,"8,073,503 "
696,AMCR,Market Cap (intraday),14.439B 
697,AMCR,Beta (5Y Monthly),0.85
698,AMCR,PE Ratio (TTM),22.20 
699,AMCR,EPS (TTM),0.45 
700,AMCR,Earnings Date,"Aug 14, 2024 - Aug 19, 2024"
701,AMCR,Forward Dividend & Yield,0.50 (4.97%)
702,AMCR,Ex-Dividend Date,"May 21, 2024"
703,AMCR,1y Target Est,9.83 
704,AEE,Previous Close,74.40 
705,AEE,Open,74.29 
706,AEE,Bid,--
707,AEE,Ask,--
708,AEE,Day's Range,74.07 - 75.06 
709,AEE,52 Week Range,67.03 - 88.72 
710,AEE,Volume,"1,515,989 "
711,AEE,Avg. Volume,"1,684,993 "
712,AEE,Market Cap (intraday),19.883B 
713,AEE,Beta (5Y Monthly),0.44
714,AEE,PE Ratio (TTM),17.10 
715,AEE,EPS (TTM),4.36 
716,AEE,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
717,AEE,Forward Dividend & Yield,2.68 (3.59%)
718,AEE,Ex-Dividend Date,"Jun 12, 2024"
719,AEE,1y Target Est,76.60 
720,AAL,Previous Close,14.03 
721,AAL,Open,14.07 
722,AAL,Bid,14.13 x 5500
723,AAL,Ask,14.15 x 200
724,AAL,Day's Range,14.03 - 14.25 
725,AAL,52 Week Range,10.86 - 19.08 
726,AAL,Volume,"7,564,457 "
727,AAL,Avg. Volume,"30,004,474 "
728,AAL,Market Cap (intraday),9.277B 
729,AAL,Beta (5Y Monthly),1.58
730,AAL,PE Ratio (TTM),19.92 
731,AAL,EPS (TTM),0.71 
732,AAL,Earnings Date,"Jul 18, 2024 - Jul 22, 2024"
733,AAL,Forward Dividend & Yield,--
734,AAL,Ex-Dividend Date,"Feb 4, 2020"
735,AAL,1y Target Est,17.59 
736,AEP,Previous Close,91.48 
737,AEP,Open,91.13 
738,AEP,Bid,90.18 x 900
739,AEP,Ask,90.30 x 400
740,AEP,Day's Range,89.80 - 91.13 
741,AEP,52 Week Range,69.38 - 93.44 
742,AEP,Volume,"593,577 "
743,AEP,Avg. Volume,"3,511,351 "
744,AEP,Market Cap (intraday),47.573B 
745,AEP,Beta (5Y Monthly),0.50
746,AEP,PE Ratio (TTM),16.81 
747,AEP,EPS (TTM),5.37 
748,AEP,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
749,AEP,Forward Dividend & Yield,3.52 (3.85%)
750,AEP,Ex-Dividend Date,"May 9, 2024"
751,AEP,1y Target Est,88.78 
752,AXP,Previous Close,240.09 
753,AXP,Open,240.83 
754,AXP,Bid,239.72 x 800
755,AXP,Ask,239.78 x 1000
756,AXP,Day's Range,237.75 - 240.83 
757,AXP,52 Week Range,140.91 - 244.41 
758,AXP,Volume,"842,701 "
759,AXP,Avg. Volume,"2,870,483 "
760,AXP,Market Cap (intraday),172.374B 
761,AXP,Beta (5Y Monthly),1.20
762,AXP,PE Ratio (TTM),19.72 
763,AXP,EPS (TTM),12.15 
764,AXP,Earnings Date,"Jul 19, 2024 - Jul 23, 2024"
765,AXP,Forward Dividend & Yield,2.80 (1.17%)
766,AXP,Ex-Dividend Date,"Jul 5, 2024"
767,AXP,1y Target Est,232.09 
768,AIG,Previous Close,78.91 
769,AIG,Open,78.64 
770,AIG,Bid,78.05 x 800
771,AIG,Ask,78.07 x 800
772,AIG,Day's Range,77.97 - 78.64 
773,AIG,52 Week Range,52.78 - 80.83 
774,AIG,Volume,"641,005 "
775,AIG,Avg. Volume,"4,029,488 "
776,AIG,Market Cap (intraday),51.793B 
777,AIG,Beta (5Y Monthly),1.03
778,AIG,PE Ratio (TTM),11.67 
779,AIG,EPS (TTM),6.69 
780,AIG,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
781,AIG,Forward Dividend & Yield,1.60 (2.03%)
782,AIG,Ex-Dividend Date,"Jun 14, 2024"
783,AIG,1y Target Est,84.88 
784,AMT,Previous Close,191.34 
785,AMT,Open,189.78 
786,AMT,Bid,189.55 x 900
787,AMT,Ask,189.80 x 800
788,AMT,Day's Range,189.04 - 191.54 
789,AMT,52 Week Range,154.58 - 219.10 
790,AMT,Volume,"420,086 "
791,AMT,Avg. Volume,"2,589,367 "
792,AMT,Market Cap (intraday),88.403B 
793,AMT,Beta (5Y Monthly),0.70
794,AMT,PE Ratio (TTM),42.84 
795,AMT,EPS (TTM),4.42 
796,AMT,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
797,AMT,Forward Dividend & Yield,6.48 (3.39%)
798,AMT,Ex-Dividend Date,"Apr 11, 2024"
799,AMT,1y Target Est,223.59 
800,AWK,Previous Close,133.75 
801,AWK,Open,132.84 
802,AWK,Bid,129.80 x 800
803,AWK,Ask,129.84 x 1100
804,AWK,Day's Range,129.55 - 132.84 
805,AWK,52 Week Range,113.34 - 151.22 
806,AWK,Volume,"231,459 "
807,AWK,Avg. Volume,"1,541,712 "
808,AWK,Market Cap (intraday),25.255B 
809,AWK,Beta (5Y Monthly),0.62
810,AWK,PE Ratio (TTM),26.24 
811,AWK,EPS (TTM),4.94 
812,AWK,Earnings Date,"Jul 31, 2024"
813,AWK,Forward Dividend & Yield,3.06 (2.29%)
814,AWK,Ex-Dividend Date,"May 13, 2024"
815,AWK,1y Target Est,140.52 
816,AMP,Previous Close,434.08 
817,AMP,Open,433.41 
818,AMP,Bid,436.79 x 900
819,AMP,Ask,437.12 x 1100
820,AMP,Day's Range,432.34 - 438.13 
821,AMP,52 Week Range,291.87 - 442.09 
822,AMP,Volume,"292,728 "
823,AMP,Avg. Volume,"486,043 "
824,AMP,Market Cap (intraday),43.487B 
825,AMP,Beta (5Y Monthly),1.35
826,AMP,PE Ratio (TTM),14.90 
827,AMP,EPS (TTM),29.39 
828,AMP,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
829,AMP,Forward Dividend & Yield,5.92 (1.36%)
830,AMP,Ex-Dividend Date,"May 3, 2024"
831,AMP,1y Target Est,463.80 
832,AME,Previous Close,169.13 
833,AME,Open,171.30 
834,AME,Bid,173.81 x 800
835,AME,Ask,173.77 x 800
836,AME,Day's Range,170.55 - 174.45 
837,AME,52 Week Range,136.89 - 186.33 
838,AME,Volume,"1,313,277 "
839,AME,Avg. Volume,"980,672 "
840,AME,Market Cap (intraday),40.346B 
841,AME,Beta (5Y Monthly),1.22
842,AME,PE Ratio (TTM),30.69 
843,AME,EPS (TTM),5.68 
844,AME,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
845,AME,Forward Dividend & Yield,1.12 (0.66%)
846,AME,Ex-Dividend Date,"Jun 14, 2024"
847,AME,1y Target Est,187.46 
848,AMGN,Previous Close,314.72 
849,AMGN,Open,315.00 
850,AMGN,Bid,312.44 x 100
851,AMGN,Ask,312.62 x 100
852,AMGN,Day's Range,310.38 - 315.28 
853,AMGN,52 Week Range,211.71 - 329.72 
854,AMGN,Volume,"1,971,450 "
855,AMGN,Avg. Volume,"2,771,277 "
856,AMGN,Market Cap (intraday),167.62B 
857,AMGN,Beta (5Y Monthly),0.60
858,AMGN,PE Ratio (TTM),44.64 
859,AMGN,EPS (TTM),7.00 
860,AMGN,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
861,AMGN,Forward Dividend & Yield,9.00 (2.88%)
862,AMGN,Ex-Dividend Date,"May 16, 2024"
863,AMGN,1y Target Est,316.85 
864,APH,Previous Close,135.40 
865,APH,Open,135.21 
866,APH,Bid,--
867,APH,Ask,--
868,APH,Day's Range,134.17 - 136.29 
869,APH,52 Week Range,73.30 - 136.29 
870,APH,Volume,"3,459,425 "
871,APH,Avg. Volume,"3,175,514 "
872,APH,Market Cap (intraday),80.823B 
873,APH,Beta (5Y Monthly),1.28
874,APH,PE Ratio (TTM),41.15 
875,APH,EPS (TTM),3.27 
876,APH,Earnings Date,"Jul 24, 2024"
877,APH,Forward Dividend & Yield,0.88 (0.65%)
878,APH,Ex-Dividend Date,"Jun 18, 2024"
879,APH,1y Target Est,132.02 
880,ADI,Previous Close,216.64 
881,ADI,Open,227.03 
882,ADI,Bid,234.05 x 200
883,ADI,Ask,234.71 x 200
884,ADI,Day's Range,224.75 - 234.97 
885,ADI,52 Week Range,154.99 - 234.97 
886,ADI,Volume,"3,747,884 "
887,ADI,Avg. Volume,"3,143,053 "
888,ADI,Market Cap (intraday),116.246B 
889,ADI,Beta (5Y Monthly),1.14
890,ADI,PE Ratio (TTM),41.93 
891,ADI,EPS (TTM),5.59 
892,ADI,Earnings Date,"May 22, 2024"
893,ADI,Forward Dividend & Yield,3.68 (1.70%)
894,ADI,Ex-Dividend Date,"Mar 4, 2024"
895,ADI,1y Target Est,218.52 
896,ANSS,Previous Close,326.36 
897,ANSS,Open,327.95 
898,ANSS,Bid,333.34 x 100
899,ANSS,Ask,334.16 x 300
900,ANSS,Day's Range,325.50 - 333.93 
901,ANSS,52 Week Range,258.01 - 364.31 
902,ANSS,Volume,"181,415 "
903,ANSS,Avg. Volume,"423,106 "
904,ANSS,Market Cap (intraday),29.131B 
905,ANSS,Beta (5Y Monthly),1.15
906,ANSS,PE Ratio (TTM),66.87 
907,ANSS,EPS (TTM),4.99 
908,ANSS,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
909,ANSS,Forward Dividend & Yield,--
910,ANSS,Ex-Dividend Date,--
911,ANSS,1y Target Est,343.39 
912,AON,Previous Close,289.98 
913,AON,Open,285.70 
914,AON,Bid,--
915,AON,Ask,292.98 x 3000
916,AON,Day's Range,284.43 - 288.76 
917,AON,52 Week Range,268.06 - 347.37 
918,AON,Volume,"1,571,839 "
919,AON,Avg. Volume,"1,207,208 "
920,AON,Market Cap (intraday),61.892B 
921,AON,Beta (5Y Monthly),0.89
922,AON,PE Ratio (TTM),22.27 
923,AON,EPS (TTM),12.78 
924,AON,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
925,AON,Forward Dividend & Yield,2.70 (0.95%)
926,AON,Ex-Dividend Date,"Apr 30, 2024"
927,AON,1y Target Est,324.36 
928,APA,Previous Close,30.72 
929,APA,Open,30.64 
930,APA,Bid,30.12 x 1100
931,APA,Ask,30.15 x 1100
932,APA,Day's Range,29.88 - 30.73 
933,APA,52 Week Range,28.90 - 46.15 
934,APA,Volume,"6,190,037 "
935,APA,Avg. Volume,"6,876,372 "
936,APA,Market Cap (intraday),11.184B 
937,APA,Beta (5Y Monthly),3.29
938,APA,PE Ratio (TTM),3.38 
939,APA,EPS (TTM),8.91 
940,APA,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
941,APA,Forward Dividend & Yield,1.00 (3.32%)
942,APA,Ex-Dividend Date,"Apr 19, 2024"
943,APA,1y Target Est,40.71 
944,AAPL,Previous Close,192.35 
945,AAPL,Open,192.25 
946,AAPL,Bid,190.92 x 100
947,AAPL,Ask,190.97 x 100
948,AAPL,Day's Range,190.27 - 192.82 
949,AAPL,52 Week Range,164.08 - 199.62 
950,AAPL,Volume,"34,038,227 "
951,AAPL,Avg. Volume,"64,161,917 "
952,AAPL,Market Cap (intraday),2.927T 
953,AAPL,Beta (5Y Monthly),1.26
954,AAPL,PE Ratio (TTM),29.69 
955,AAPL,EPS (TTM),6.43 
956,AAPL,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
957,AAPL,Forward Dividend & Yield,1.00 (0.52%)
958,AAPL,Ex-Dividend Date,"May 10, 2024"
959,AAPL,1y Target Est,202.26 
960,AMAT,Previous Close,218.15 
961,AMAT,Open,224.75 
962,AMAT,Bid,222.04 x 100
963,AMAT,Ask,222.59 x 100
964,AMAT,Day's Range,219.48 - 225.07 
965,AMAT,52 Week Range,126.13 - 225.07 
966,AMAT,Volume,"1,981,006 "
967,AMAT,Avg. Volume,"5,079,124 "
968,AMAT,Market Cap (intraday),184.7B 
969,AMAT,Beta (5Y Monthly),1.58
970,AMAT,PE Ratio (TTM),25.55 
971,AMAT,EPS (TTM),8.70 
972,AMAT,Earnings Date,"May 16, 2024"
973,AMAT,Forward Dividend & Yield,1.60 (0.73%)
974,AMAT,Ex-Dividend Date,"May 22, 2024"
975,AMAT,1y Target Est,232.15 
976,APTV,Previous Close,81.71 
977,APTV,Open,82.08 
978,APTV,Bid,81.02 x 1000
979,APTV,Ask,81.04 x 900
980,APTV,Day's Range,80.56 - 82.99 
981,APTV,52 Week Range,68.84 - 113.60 
982,APTV,Volume,"836,947 "
983,APTV,Avg. Volume,"2,304,487 "
984,APTV,Market Cap (intraday),22.068B 
985,APTV,Beta (5Y Monthly),1.91
986,APTV,PE Ratio (TTM),7.62 
987,APTV,EPS (TTM),10.64 
988,APTV,Earnings Date,"Aug 5, 2024 - Aug 19, 2024"
989,APTV,Forward Dividend & Yield,--
990,APTV,Ex-Dividend Date,"Feb 4, 2020"
991,APTV,1y Target Est,101.82 
992,ACGL,Previous Close,101.65 
993,ACGL,Open,102.01 
994,ACGL,Bid,102.65 x 200
995,ACGL,Ask,102.73 x 300
996,ACGL,Day's Range,101.94 - 103.30 
997,ACGL,52 Week Range,69.05 - 103.30 
998,ACGL,Volume,"1,946,364 "
999,ACGL,Avg. Volume,"1,687,098 "
1000,ACGL,Market Cap (intraday),38.563B 
1001,ACGL,Beta (5Y Monthly),0.57
1002,ACGL,PE Ratio (TTM),8.11 
1003,ACGL,EPS (TTM),12.67 
1004,ACGL,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
1005,ACGL,Forward Dividend & Yield,--
1006,ACGL,Ex-Dividend Date,--
1007,ACGL,1y Target Est,108.21 
1008,ADM,Previous Close,61.90 
1009,ADM,Open,61.69 
1010,ADM,Bid,61.64 x 800
1011,ADM,Ask,61.67 x 1000
1012,ADM,Day's Range,61.20 - 62.48 
1013,ADM,52 Week Range,50.72 - 87.30 
1014,ADM,Volume,"752,928 "
1015,ADM,Avg. Volume,"4,715,009 "
1016,ADM,Market Cap (intraday),30.598B 
1017,ADM,Beta (5Y Monthly),0.78
1018,ADM,PE Ratio (TTM),10.80 
1019,ADM,EPS (TTM),5.73 
1020,ADM,Earnings Date,"Jul 23, 2024 - Jul 29, 2024"
1021,ADM,Forward Dividend & Yield,2.00 (3.23%)
1022,ADM,Ex-Dividend Date,"May 15, 2024"
1023,ADM,1y Target Est,63.18 
1024,ANET,Previous Close,316.50 
1025,ANET,Open,305.36 
1026,ANET,Bid,302.04 x 1000
1027,ANET,Ask,302.31 x 800
1028,ANET,Day's Range,289.42 - 305.80 
1029,ANET,52 Week Range,148.32 - 329.04 
1030,ANET,Volume,"3,594,622 "
1031,ANET,Avg. Volume,"2,579,580 "
1032,ANET,Market Cap (intraday),94.827B 
1033,ANET,Beta (5Y Monthly),1.13
1034,ANET,PE Ratio (TTM),42.14 
1035,ANET,EPS (TTM),7.18 
1036,ANET,Earnings Date,"Jul 29, 2024 - Aug 2, 2024"
1037,ANET,Forward Dividend & Yield,--
1038,ANET,Ex-Dividend Date,--
1039,ANET,1y Target Est,318.86 
1040,AJG,Previous Close,257.65 
1041,AJG,Open,256.98 
1042,AJG,Bid,253.73 x 1000
1043,AJG,Ask,253.95 x 800
1044,AJG,Day's Range,253.40 - 257.09 
1045,AJG,52 Week Range,198.52 - 259.35 
1046,AJG,Volume,"160,325 "
1047,AJG,Avg. Volume,"793,848 "
1048,AJG,Market Cap (intraday),55.535B 
1049,AJG,Beta (5Y Monthly),0.69
1050,AJG,PE Ratio (TTM),51.66 
1051,AJG,EPS (TTM),4.92 
1052,AJG,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
1053,AJG,Forward Dividend & Yield,2.40 (0.93%)
1054,AJG,Ex-Dividend Date,"Jun 7, 2024"
1055,AJG,1y Target Est,266.27 
1056,AIZ,Previous Close,169.51 
1057,AIZ,Open,169.51 
1058,AIZ,Bid,167.93 x 800
1059,AIZ,Ask,168.21 x 800
1060,AIZ,Day's Range,167.90 - 170.71 
1061,AIZ,52 Week Range,118.45 - 189.48 
1062,AIZ,Volume,"102,860 "
1063,AIZ,Avg. Volume,"331,027 "
1064,AIZ,Market Cap (intraday),8.741B 
1065,AIZ,Beta (5Y Monthly),0.53
1066,AIZ,PE Ratio (TTM),11.75 
1067,AIZ,EPS (TTM),14.31 
1068,AIZ,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
1069,AIZ,Forward Dividend & Yield,2.88 (1.70%)
1070,AIZ,Ex-Dividend Date,"Feb 2, 2024"
1071,AIZ,1y Target Est,208.80 
1072,T,Previous Close,17.40 
1073,T,Open,17.38 
1074,T,Bid,--
1075,T,Ask,--
1076,T,Day's Range,17.35 - 17.56 
1077,T,52 Week Range,13.43 - 18.16 
1078,T,Volume,"27,700,977 "
1079,T,Avg. Volume,"35,692,209 "
1080,T,Market Cap (intraday),125.621B 
1081,T,Beta (5Y Monthly),0.70
1082,T,PE Ratio (TTM),9.42 
1083,T,EPS (TTM),1.86 
1084,T,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
1085,T,Forward Dividend & Yield,1.11 (6.34%)
1086,T,Ex-Dividend Date,"Apr 9, 2024"
1087,T,1y Target Est,17.97 
1088,ATO,Previous Close,118.28 
1089,ATO,Open,118.32 
1090,ATO,Bid,118.01 x 900
1091,ATO,Ask,119.24 x 800
1092,ATO,Day's Range,117.74 - 118.95 
1093,ATO,52 Week Range,101.00 - 125.28 
1094,ATO,Volume,"916,646 "
1095,ATO,Avg. Volume,"908,561 "
1096,ATO,Market Cap (intraday),17.879B 
1097,ATO,Beta (5Y Monthly),0.66
1098,ATO,PE Ratio (TTM),17.85 
1099,ATO,EPS (TTM),6.64 
1100,ATO,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
1101,ATO,Forward Dividend & Yield,3.22 (2.72%)
1102,ATO,Ex-Dividend Date,"May 24, 2024"
1103,ATO,1y Target Est,127.70 
1104,ADSK,Previous Close,221.40 
1105,ADSK,Open,219.35 
1106,ADSK,Bid,220.19 x 100
1107,ADSK,Ask,220.42 x 100
1108,ADSK,Day's Range,218.00 - 220.60 
1109,ADSK,52 Week Range,192.01 - 279.53 
1110,ADSK,Volume,"872,354 "
1111,ADSK,Avg. Volume,"1,614,040 "
1112,ADSK,Market Cap (intraday),47.121B 
1113,ADSK,Beta (5Y Monthly),1.45
1114,ADSK,PE Ratio (TTM),52.57 
1115,ADSK,EPS (TTM),4.19 
1116,ADSK,Earnings Date,"May 23, 2024 - May 27, 2024"
1117,ADSK,Forward Dividend & Yield,--
1118,ADSK,Ex-Dividend Date,"Mar 22, 2005"
1119,ADSK,1y Target Est,286.35 
1120,ADP,Previous Close,252.14 
1121,ADP,Open,252.30 
1122,ADP,Bid,237.99 x 100
1123,ADP,Ask,266.23 x 100
1124,ADP,Day's Range,252.09 - 254.64 
1125,ADP,52 Week Range,205.53 - 256.84 
1126,ADP,Volume,"1,235,415 "
1127,ADP,Avg. Volume,"1,715,508 "
1128,ADP,Market Cap (intraday),103.968B 
1129,ADP,Beta (5Y Monthly),0.79
1130,ADP,PE Ratio (TTM),28.38 
1131,ADP,EPS (TTM),8.95 
1132,ADP,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
1133,ADP,Forward Dividend & Yield,5.60 (2.22%)
1134,ADP,Ex-Dividend Date,"Jun 14, 2024"
1135,ADP,1y Target Est,261.24 
1136,AZO,Previous Close,"2,772.64 "
1137,AZO,Open,"2,766.73 "
1138,AZO,Bid,--
1139,AZO,Ask,--
1140,AZO,Day's Range,"2,750.70 - 2,779.49 "
1141,AZO,52 Week Range,"2,277.88 - 3,256.37 "
1142,AZO,Volume,"49,881 "
1143,AZO,Avg. Volume,"153,246 "
1144,AZO,Market Cap (intraday),47.651B 
1145,AZO,Beta (5Y Monthly),0.72
1146,AZO,PE Ratio (TTM),19.62 
1147,AZO,EPS (TTM),141.68 
1148,AZO,Earnings Date,"May 21, 2024"
1149,AZO,Forward Dividend & Yield,--
1150,AZO,Ex-Dividend Date,--
1151,AZO,1y Target Est,"3,224.72 "
1152,AVB,Previous Close,197.60 
1153,AVB,Open,197.19 
1154,AVB,Bid,196.51 x 800
1155,AVB,Ask,196.77 x 1300
1156,AVB,Day's Range,195.18 - 197.19 
1157,AVB,52 Week Range,160.45 - 200.71 
1158,AVB,Volume,"88,602 "
1159,AVB,Avg. Volume,"694,556 "
1160,AVB,Market Cap (intraday),28.017B 
1161,AVB,Beta (5Y Monthly),0.91
1162,AVB,PE Ratio (TTM),29.24 
1163,AVB,EPS (TTM),6.74 
1164,AVB,Earnings Date,"Jul 29, 2024 - Aug 2, 2024"
1165,AVB,Forward Dividend & Yield,6.80 (3.44%)
1166,AVB,Ex-Dividend Date,"Jun 28, 2024"
1167,AVB,1y Target Est,204.39 
1168,AVY,Previous Close,229.22 
1169,AVY,Open,229.75 
1170,AVY,Bid,227.71 x 1200
1171,AVY,Ask,228.01 x 900
1172,AVY,Day's Range,226.91 - 229.29 
1173,AVY,52 Week Range,158.93 - 229.98 
1174,AVY,Volume,"74,146 "
1175,AVY,Avg. Volume,"424,056 "
1176,AVY,Market Cap (intraday),18.377B 
1177,AVY,Beta (5Y Monthly),0.92
1178,AVY,PE Ratio (TTM),33.40 
1179,AVY,EPS (TTM),6.83 
1180,AVY,Earnings Date,"Jul 23, 2024 - Jul 29, 2024"
1181,AVY,Forward Dividend & Yield,3.52 (1.54%)
1182,AVY,Ex-Dividend Date,"Jun 4, 2024"
1183,AVY,1y Target Est,237.93 
1184,AXON,Previous Close,287.95 
1185,AXON,Open,288.58 
1186,AXON,Bid,284.68 x 100
1187,AXON,Ask,285.56 x 100
1188,AXON,Day's Range,282.10 - 289.68 
1189,AXON,52 Week Range,175.37 - 329.87 
1190,AXON,Volume,"509,808 "
1191,AXON,Avg. Volume,"566,956 "
1192,AXON,Market Cap (intraday),21.495B 
1193,AXON,Beta (5Y Monthly),0.91
1194,AXON,PE Ratio (TTM),83.04 
1195,AXON,EPS (TTM),3.43 
1196,AXON,Earnings Date,"Aug 6, 2024 - Aug 12, 2024"
1197,AXON,Forward Dividend & Yield,--
1198,AXON,Ex-Dividend Date,--
1199,AXON,1y Target Est,344.71 
1200,BKR,Previous Close,33.02 
1201,BKR,Open,33.06 
1202,BKR,Bid,32.08 x 1800
1203,BKR,Ask,32.11 x 1800
1204,BKR,Day's Range,31.92 - 33.07 
1205,BKR,52 Week Range,26.96 - 37.58 
1206,BKR,Volume,"4,713,391 "
1207,BKR,Avg. Volume,"6,868,219 "
1208,BKR,Market Cap (intraday),32.235B 
1209,BKR,Beta (5Y Monthly),1.43
1210,BKR,PE Ratio (TTM),17.93 
1211,BKR,EPS (TTM),1.79 
1212,BKR,Earnings Date,"Jul 17, 2024 - Jul 22, 2024"
1213,BKR,Forward Dividend & Yield,0.84 (2.62%)
1214,BKR,Ex-Dividend Date,"May 3, 2024"
1215,BKR,1y Target Est,40.82 
1216,BALL,Previous Close,70.12 
1217,BALL,Open,70.05 
1218,BALL,Bid,68.92 x 1800
1219,BALL,Ask,68.94 x 800
1220,BALL,Day's Range,68.88 - 70.27 
1221,BALL,52 Week Range,42.81 - 71.32 
1222,BALL,Volume,"449,615 "
1223,BALL,Avg. Volume,"1,852,874 "
1224,BALL,Market Cap (intraday),21.435B 
1225,BALL,Beta (5Y Monthly),0.87
1226,BALL,PE Ratio (TTM),33.20 
1227,BALL,EPS (TTM),2.08 
1228,BALL,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
1229,BALL,Forward Dividend & Yield,0.80 (1.14%)
1230,BALL,Ex-Dividend Date,"Jun 3, 2024"
1231,BALL,1y Target Est,71.93 
1232,BAC,Previous Close,38.82 
1233,BAC,Open,38.77 
1234,BAC,Bid,39.51 x 3100
1235,BAC,Ask,39.65 x 3200
1236,BAC,Day's Range,38.77 - 39.75 
1237,BAC,52 Week Range,24.96 - 39.75 
1238,BAC,Volume,"31,539,463 "
1239,BAC,Avg. Volume,"38,169,179 "
1240,BAC,Market Cap (intraday),310.078B 
1241,BAC,Beta (5Y Monthly),1.38
1242,BAC,PE Ratio (TTM),13.40 
1243,BAC,EPS (TTM),2.96 
1244,BAC,Earnings Date,"Jul 16, 2024"
1245,BAC,Forward Dividend & Yield,0.96 (2.47%)
1246,BAC,Ex-Dividend Date,"Jun 7, 2024"
1247,BAC,1y Target Est,39.97 
1248,BK,Previous Close,58.97 
1249,BK,Open,58.99 
1250,BK,Bid,58.76 x 1000
1251,BK,Ask,58.77 x 900
1252,BK,Day's Range,58.54 - 58.97 
1253,BK,52 Week Range,39.66 - 59.70 
1254,BK,Volume,"544,033 "
1255,BK,Avg. Volume,"3,471,138 "
1256,BK,Market Cap (intraday),44.009B 
1257,BK,Beta (5Y Monthly),1.10
1258,BK,PE Ratio (TTM),14.75 
1259,BK,EPS (TTM),3.99 
1260,BK,Earnings Date,"Jul 12, 2024"
1261,BK,Forward Dividend & Yield,1.68 (2.85%)
1262,BK,Ex-Dividend Date,"Apr 25, 2024"
1263,BK,1y Target Est,64.50 
1264,BBWI,Previous Close,48.70 
1265,BBWI,Open,48.85 
1266,BBWI,Bid,48.91 x 900
1267,BBWI,Ask,48.94 x 800
1268,BBWI,Day's Range,48.29 - 49.09 
1269,BBWI,52 Week Range,27.30 - 50.82 
1270,BBWI,Volume,"478,543 "
1271,BBWI,Avg. Volume,"2,648,680 "
1272,BBWI,Market Cap (intraday),10.971B 
1273,BBWI,Beta (5Y Monthly),1.88
1274,BBWI,PE Ratio (TTM),12.77 
1275,BBWI,EPS (TTM),3.84 
